id,SMILES,Tc
389198623,*C(=O)c1ccc(C(=O)N(*)c2ccccc2)cc1,
389422500,*Nc1ccc(-c2ccc(Cc3ccc(-c4ccc(N*)c(C)c4)cc3)cc2)cc1C,
389523248,*Cc1cccc(CNC(=O)C=C(C)C(=O)N*)c1,
390128853,*Nc1ccc(Cc2ccc(N*)c3c2CCCC3)c2c1CCCC2,
390205045,*Nc1cc2c(cc1N*)[C@]1(C)CC[C@@]2(C)C1,
390452260,*Oc1cccc(NC(=O)c2ccc(Oc3ccc(C(C)(C)c4cccc(C(C)(C)c5ccc(Oc6ccc(C(=O)Nc7ccc(*)cc7)cc6)cc5)c4)cc3)cc2)c1,
390786079,*C1C(*)C2CC1C(C(=O)OCCC13CC4CC(CC(C4)C1)C3)C2C(=O)OCCC12CC3CC(CC(C3)C1)C2,
390859311,*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)CC(=O)N(*)C4=S)cc3)c2)cc1,
391030269,*c1cccc(P(=O)(c2ccccc2)c2cccc(N3C(=O)c4ccc(NC(=O)OCCOc5ccc(C(C)(C)c6ccc(OCCOC(=O)Nc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)c2)c1,
391108347,*Oc1ccc(OC(=O)c2ccc(OC(=O)CCCCCCC(*)=O)cc2)cc1,
391439612,*CCCCCCC(Cl)C(*)Cl,
391755316,*C=CC1CC(*)C2C3CCC(C3)C12,
391808404,*CCCCSSCCCCOCO*,0.196
391913299,*Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,
392174026,*CCOCCOC(=O)c1ccc(-n2on2-c2ccc(C(=O)O*)cc2)cc1,
392422616,*Cc1ccc(OCCOc2ccc(*)c3cccnc23)c2ncccc12,
392652504,*C=CC1CC(*)C(C#N)(CCCC)C1,
392657358,*Oc1ccc(NC(=O)c2ccc(OC3COC4C(Oc5ccc(C(=O)Nc6ccc(OC7COC8C(*)COC78)cc6)cc5)COC34)cc2)cc1,
392908557,*CCCCCCOc1ccc(N(c2ccccc2)c2ccc(-c3ccc(N(c4ccccc4)c4ccc(O*)cc4)cc3)cc2)cc1,
393047512,*Oc1ccc(-c2ccc(OC(=O)c3cc(C(=O)OCCCCCC)c(C(*)=O)cc3C(=O)OCCCCCC)cc2)cc1,
393084491,*Nc1ccc(C2(c3ccc(N*)cc3)c3ccccc3-c3ccc(-c4ccccc4)c(-c4ccccc4)c32)cc1,
393235817,*/C=C/C(C*)CCC,0.218
393266857,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C=Cc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,
393468444,*CCOCCOC(=O)C(CCCCCCC)C(=O)O*,
393692859,*C=C(*)CNS(=O)(=O)CC,
393870517,*CC(*)C(=O)c1ccc(CCC)cc1,
394096295,*CC(*)OC(C)C,0.2115
394475074,*Nc1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccc(N*)cc21,
394508821,*CC(*)c1ccccc1C(=O)N(C)C,0.165
394549340,*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6c(C)cc(C(C)(C)c7cc(C)c(Oc8ccc9c(c8)C(=O)N(*)C9=O)c(C)c7)cc6C)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,
395181216,*Oc1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(Oc4ccc(C(=O)Nc5ccc(NC(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,
395216039,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(-c5ccc(*)c(C(F)(F)F)c5)cc4)cc3C(F)(F)F)cc2)cc1,
395903864,*Nc1cc2c(cc1C)c1cc(N*)c(N)cc1c1cc(N)c(N)cc12,
396309311,*C(=O)Nc1c(C)cc(Cc2cc(C)c(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(N=Nc5ccc([N+](=O)[O-])cc5)c(N5C(=O)c6ccc(*)cc6C5=O)c3)C4=O)c(C)c2)cc1C,
396421326,*Oc1ccc(N=Nc2ccc(Cc3ccc(N=Nc4ccc(OC(=O)c5ccc(C(*)=O)cc5)cc4)cc3[N+](=O)[O-])c([N+](=O)[O-])c2)cc1,
396650322,*Nc1ccc(-c2cccc(-c3ccc(N)cc3)c2-c2ccc(N*)cc2)cc1,
396757724,*c1ccc(C2(c3ccc(-c4cc(-c5ccccc5)c5cc(C6(c7ccc8nc(*)cc(-c9ccccc9)c8c7)c7ccccc7-c7ccccc76)ccc5n4)cc3)c3ccccc3C(=O)c3ccccc32)cc1,
397033633,*CC(*)c1ccc(O)cc1,0.2073333333333333
397580304,*C(*)C(=O)OC1CCCCC1,
398123321,*Oc1cccc(Oc2ccc3c(=O)n4c5cc(Oc6ccc7c(c6)nc6c8ccc(*)c9cccc(c(=O)n76)c98)ccc5nc4c4cccc2c34)c1,
398381683,*C(=Cc1cc(OC)c(C=C(c2ccc(F)cc2)c2ccc(-c3ccc(*)cc3)cc2)cc1OC)c1ccc(F)cc1,
398390180,*CC(*)(CC(=O)OCCCCCCCCC)C(=O)OCCCCCCCCC,
398441562,*Sc1ccc(Sc2ccc(Sc3ccc(P(=O)(c4ccccc4)c4ccc(*)cc4)cc3)cc2)cc1,
398923440,*C(=O)Nc1ccc(-c2cc(-c3ccccc3)cc(-c3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6cccc7c(N8C(=O)c9ccc(*)cc9C8=O)cccc67)cc4)C5=O)cc3)n2)cc1,
400083990,*CCN(*)C(=O)CC,
400248641,*CC(*)c1ccc(C(=O)OCCN(CC)CC)cc1,
400445600,*c1ccc(Oc2ccc(-c3ccc(-c4ccc(Oc5ccc(-c6c7c(c(*)c8ccccc68)C(=O)N(c6ccccc6)C7=O)cc5)c(C(F)(F)F)c4)cc3)cc2C(F)(F)F)cc1,
400718320,*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(C#Cc2cc(OC)c(C=Cc3ccncc3)cc2OC)cc1,
400901906,*Nc1ccc(-c2ccc(NC(=O)c3ccc(NC(=O)c4ccc([Si](C)(C)c5ccc(C(=O)Nc6ccc(C(*)=O)cc6)cc5)cc4)cc3)cc2)cc1,
400957282,*c1ccc2oc(-c3ccc(Oc4ccc(C(c5ccc(Oc6ccc(-c7nc8cc(C(*)(C(F)(F)F)C(F)(F)F)ccc8o7)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)nc2c1,
401075968,*CCCCCCCCC(=O)NCCCCCCNC(=O)CCCCO*,0.3185
401205052,*CC(*)c1ccccc1COCCC,0.217
401382872,*CC(C)(C)COC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)O*)cc3)cc2)cc1,
401549184,*N=P(*)(OCCOCCOCCOP1(OCCOCCOC)=NP(OCCOCCOC)(OCCOCCOC)=NP(OCCOCCOC)(OCCOCCOC)=N1)OCCOCCOCCOP1(OCCOCCOC)=NP(OCCOCCOC)(OCCOCCOC)=NP(OCCOCCOC)(OCCOCCOC)=N1,
401691844,*OP(=O)(Oc1ccccc1)Oc1c(Cl)c(Cl)c(*)c(Cl)c1Cl,
401918606,*CCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N*,0.3495
402031428,*Nc1cc2cccc3c4cccc5cccc(c(c1N*)c23)c54,
402151358,*Nc1ccc(C2(c3ccc(NC(=O)c4cc(NC(=O)C56CC7CC(CC(C7)C5)C6)cc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,
402476752,*CCCCCOC(=O)CCCCC(=O)O*,
402492102,*CCCCCOc1ccc(CCCNC(=O)CCCCC(=O)NCCCc2ccc(O*)cc2)cc1,
402626556,*Nc1ccc2c(c1)C1(c3cc(C)ccc3-2)c2cc(C)ccc2-c2ccc(N*)cc21,
403135402,*CC(*)(C)C(=O)OCCCCCCCCOC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1,
403160938,*CC(*)(CC(=O)Oc1cccc(C)c1)C(=O)Oc1cccc(C)c1,0.165
404125467,*CCCCCOc1ccc(C=CC(=O)OCCN(CCOC(=O)C=Cc2ccc(O*)cc2)c2ccc(N=Nc3ccc([N+](=O)[O-])cc3)cc2)cc1,
404307501,*CCCCCCCCC(=O)N*,
404342250,*OC(*)CCC,
404367957,*CC(*)c1ccc(C(=O)CCC)cc1,
404981014,*C/C=C/COC(=O)CCCCCCCCC(=O)O*,
404993408,*c1ccc(C(=O)Nc2ccc(Oc3ccc(Oc4ccc(NC(=O)c5ccc(N6C(=O)c7ccc(-c8cccc9c8C(=O)N(*)C9=O)cc7C6=O)cc5)cc4)cc3)cc2)cc1,
405636435,*CC(O)COc1ccc(O*)cc1,
406335515,*Sc1ccc(C(=O)CNCCCCCCCCNCC(=O)c2ccc(*)cc2)cc1,
406786412,*Oc1ccc(N=CC=Nc2ccc(OC(=O)NC3CC(C)(C)CC(C)(CNC(*)=O)C3)cc2)cc1,
406938063,*Oc1cccc(Oc2ccc(NC(=O)c3cc(NC(=O)c4ccc(OC(C)=O)cc4)cc(C(=O)Nc4ccc(*)cc4)c3)cc2)c1,
407026307,*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc(N=Nc2cc(OC)c(N=Nc3ccc([N+](=O)[O-])cc3)cc2OC)cc1,
407061099,*Nc1cccc(C#Cc2cccc(NC(=O)c3ccc(C(*)=O)cc3C(=O)O)c2)c1,
407729292,*CCCCCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,
407820973,*=C=C=C(CO)C(=*)CO,
407930180,*CCNC(=O)c1ccc(C(=O)NCCOc2cc3ccccc3cc2O*)cc1,
408163304,*Oc1ccc(-c2ccc(OC(=O)c3cc(CCCCC)cc(C(*)=O)c3)cc2)cc1,
408357369,*c1ccc(Oc2cccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)c2)cc1,
408389877,*CNC(=O)OCc1ccc(COCc2ccc(COC(=O)NCc3ccc(C(C)(C)c4ccc(*)o4)o3)o2)o1,
408594368,*C(=O)OCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,
409036126,*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,
409348345,*CC(*)C(=O)OCC(F)(F)F,
410114761,*CCCC(*)(C)CC,0.2339999999999999
410273784,*C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C(C)(C)c8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cc8)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,
410419753,*N=P(*)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
410618641,*C(=Cc1cc(OC)c(C=C(c2ccccc2)c2ccc3cc(*)ccc3c2)cc1OC)c1ccccc1,
410876568,*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5cc(*)[nH]n5)cc4)cc3)cc2)cc1,
410915024,*Nc1ccc(C2(c3ccc(N*)cc3)C3=CC[C@@H](C)C=C3c3ccccc32)cc1,
410978773,*Nc1cc(CCc2ccc(C)c(N*)c2)cc(CCc2cc(N)ccc2C)c1,
411320818,*c1ccc(C(=O)OCCCCCCCCCOC(=O)c2ccc(-c3nnc(*)s3)cc2)cc1,
411535293,*Oc1cccc2c(OC(=O)c3ccc(Oc4ccc(C(*)=O)cc4)cc3)cccc12,
411815101,*c1ccc(Oc2ccc(-c3cnc4ccc(-c5ccc6ncc(*)nc6c5)cc4n3)cc2)cc1,
411845496,*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(N=Nc2ccc(OC)cc2)cc1,
412332648,*c1nnc(-c2cc(CCCCCCCC)c(-c3ccc(-c4sc(-c5nnc(-c6cc(OCCCCCCCC)c(*)cc6OCCCCCCCC)o5)cc4CCCCCCCC)s3)s2)o1,
413205726,*Nc1ccc(C(C)(C)c2cccc(C(C)(C)c3ccc(N*)cc3)c2)cc1,
413548295,*Nc1ccc(CCc2ccc(N*)cc2C)c(C)c1,
414071257,*c1ccc(Oc2ccc(Sc3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(-c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)cc7)cc6C5=O)cc4)cc3)cc2)cc1,
414579766,*c1ccc(Cc2ccc(N3C(=O)c4ccc([Si](C)(C)O[Si](C)(C)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,
414690406,*Nc1ccc2ccc3c(N*)ccc4ccc1c2c43,
414711304,*Nc1ccc(-c2ccccc2)c(-c2c(C(C)C)cccc2C(C)C)c1N*,
414802450,*CCCCCCOC(=O)C(CCCCCBr)C(=O)OCCCCCCOc1ccc(-n2on2-c2ccc(O*)cc2)cc1,
414910324,*CCCCCC(*)CCCCCCCCCC,0.406
415110926,*C(=O)Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7cccc8c(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cccc78)cc5)C6=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,
415720254,*Nc1ccccc1-c1cccc2c1[C@@H](c1ccccc1N*)c1ccccc1-2,
416197163,*Nc1ccc(C2(c3ccc(N*)cc3)CCC([C@H]3CC[C@H](CCCCCCC)CC3)CC2)cc1,
416481975,*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc8c(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cccc78)cc6C5=O)cc4)cc3)cc2)cc1,
416508716,*CCCS(*)(=O)=O,
416714038,*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,
416985872,*O[Si](c1ccccc1)(c1ccccc1)c1ccc([Si](*)(c2ccccc2)c2ccccc2)cc1,
417097500,*CC(*)OC(=O)c1ccc(C(C)(C)C)cc1,
417759199,*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(Oc6ccc(N7C(=O)c8ccc(C(*)(C(F)(F)F)C(F)(F)F)cc8C7=O)cc6C(F)(F)F)cc5)n4)cc3)c(C(F)(F)F)c1)C2=O,
417837947,*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C(=O)c5ccc(Oc6ccc(-c7nc8ccccc8n7-c7ccc(-n8c(*)nc9ccccc98)cc7)cc6)cc5)cc4)cc3)cc2)cc1,
418211347,*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
418914987,*c1ccc(Sc2ccc(Sc3ccc(Sc4ccc(Sc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7C6=O)cc5)s4)s3)s2)cc1,
418998358,*C(=O)c1ccc2c(c1)C(=Nc1ccc(Oc3cccc(N=C4OC(=O)c5ccc(*)cc54)c3)cc1)OC2=O,
419242334,*C(=O)OCCOC(=O)c1ccc(C(=O)OCCOC(=O)N2CCN(*)CC2)cc1,
419308262,*CC(OC(C)=O)C(CCC(C)(O)C=C)C(*)(C)C,
419514472,*OP(=O)(Oc1ccc(OC)cc1)Oc1c(C)cc(S(=O)(=O)c2cc(C)c(*)c(C)c2)cc1C,
419730462,*CCCCCNC(=S)N*,
420554258,*Oc1cc(OC(=O)c2ccc(C(*)=O)cc2)cc(C(=O)OCCN(CC)c2ccc(N=Nc3ccc([N+](=O)[O-])cc3)cc2)c1,
420766140,*CC(*)(C)C(=O)Nc1ccc(C(=O)C=Cc2ccc(OC)cc2)cc1,
421125375,*Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)COCC(*)=O)cc2)C(=O)OCC)cc1,
421588558,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4C(F)(F)F)cc3)cc1)C2=O,
421601596,*Nc1ccc2cc1C(C)(C)c1cc(ccc1N*)-c1ccc-2cc1,
422376704,*Oc1ccc(P(=O)(c2ccccc2)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,
423361710,*Cc1ccccc1C[Si](*)(C)C,
423638166,*Nc1ccc(C2(c3ccc(NC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,
424246919,*Nc1ccc(-c2c(-c3cccc4ccccc34)c(-c3cccc4ccccc34)c(N*)c(-c3cccc4ccccc34)c2-c2cccc3ccccc23)cc1,
424737952,*c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ncc(*)s5)C6=O)cc4C3=O)cc2)cc1,
425753328,*CC(*)CNc1ccc([N+](=O)[O-])cc1C,
425876006,*c1ccc(Oc2ccc(P(=O)(c3ccccc3)c3ccc(Oc4ccc(-c5nc(-c6ccccc6)[nH]c5*)cc4)cc3)cc2)cc1,
426452864,*c1ccc2c(c1)c1cc(-c3ccc(-c4ccc(-c5ccc(*)s5)c5nsnc45)s3)ccc1n2C(CCCCCCCC)CCCCCCCC,
426568984,*CCCCCCCCCNC(=S)N*,
426591461,*c1ccc(Oc2cccc(-c3cc(-c4ccccc4)cc(-c4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7C6=O)cc5)c4)n3)c2)cc1,
427022128,*c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc(-c3c(F)c(F)c(*)c(F)c3F)ccc1-2,
427272579,*CC(*)C(=O)OC1CCCCCCCCCCC1,
427458054,*C=C(*)C,
427930827,*Oc1cccc(NC(=O)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(C(*)=O)cc3)cc2)c1,
428473296,*Oc1ccc2cc(OC(=O)c3ccc(-c4ccc(C(*)=O)cc4)cc3-c3ccccc3)ccc2c1,
428642513,*CC(*)(C)C(=O)Oc1ccc(C(=O)C=Cc2ccc(OC)c(OC)c2)cc1,
428683484,*C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)c(C)c8)cc6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,
428785387,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)c3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)cc1)C2=O,
428829541,*c1ccc(S(=O)(=O)c2ccc(-n3nc(*)c4ccccc4c3=O)cc2)cc1,
428976415,*CC(C)(C)COC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,
429074783,*CC(*)C(=O)OCCOC(F)(C(F)(F)F)C(F)(F)F,
429504710,*CC(*)C(=O)OCC(C)O,
429609044,*Oc1ccc(C2(c3ccc(Oc4ccc5c(=O)n6c7cc(-c8ccc9c(c8)nc8c%10ccc(*)c%11cccc(c(=O)n98)c%11%10)ccc7nc6c6cccc4c56)cc3)c3ccccc3-c3ccccc32)cc1,
429737042,*c1ccc2oc(-c3ccc(C(c4ccccc4)(c4ccc(-c5nc6cc(C(*)(C(F)(F)F)C(F)(F)F)ccc6o5)cc4)C(F)(F)F)cc3)nc2c1,
429776664,*CC(*)(C)C(=O)OCCCCOc1ccc(OC(=O)c2ccc(OCCCC)cc2)cc1,
429914397,*CCN(*)C(=O)C12CC3CC(CC(C3)C1)C2,
430188200,*Nc1ccc(Cc2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,
430475615,*C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5-c5ccccc5)c(-c5ccccc5)c3)C4=O)cc2)cc1,
430498669,*c1cc(CCCCCCCCCCCCC)c(*)s1,0.40475
431067883,*CC1CCC(CNC(=O)CCCCCCCCCCC(=O)N*)CC1,
431258453,*c1cccc(NC(=O)CCCCC(=O)Nc2cccc(S(*)(=O)=O)c2)c1,
431336110,*/C=C/CCCCCC*,0.33
431834567,*CC(*)(C)C(=O)OCCCCCCc1ccc(N=Nc2ccc(OC(F)(F)F)cc2)cc1,
431972606,*Nc1nc(-c2csc(N*)n2)cs1,
432187357,*CCOC(=O)NCCCCCCCCCCNC(=O)O*,
432686237,*c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc(NC(=O)c7ccc(N8C(=O)c9ccc(C(*)(C(F)(F)F)C(F)(F)F)cc9C8=O)cc7)cc6)cc5)cc4)cc3)cc1)C2=O,
432789142,*CC(CO)O*,
432947505,*C(=O)Nc1ccc(Sc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc6c(Oc7ccc(N8C(=O)c9ccc(*)cc9C8=O)cc7)cccc56)cc3)C4=O)cc2)cc1,
433053026,*C1C(=O)N(CCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1*,
433063842,*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4cccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)c4)cc3)c(C(F)(F)F)c1)C2=O,
433310037,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccccc4)(c4ccccc4)c4ccc(*)cc4)cc3)cc2)cc1,
433650150,*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(-c5nc(-c6ccccn6)nnc5*)cc4)cc3)cc2)cc1,
433804845,*O[Si](C)(C)C#Cc1ccc(C#C[Si](*)(C)C)cc1,
433899559,*c1ccc(*)cc1,
434366510,*CCCCOC(=O)C1CCC(C(=O)O*)CC1,
434463983,*CNC(=O)CCCCCCCCC(=O)N*,
434558166,*COC(=O)OCC1OC(OCC)(OCC)OC1*,
434569704,*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CC3CC2C2CCCC32)cc1,
434774652,*CC(*)C(=O)Oc1ccc(C#N)cc1,0.1845
435176754,*C(=O)Nc1ccc(Oc2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,0.297
435414001,*Nc1ccc(C(CCCC)(c2ccc(N)cc2)c2ccc(N*)cc2)cc1,
436053156,*C=Cc1cccc(OC(=O)CCCCCCCCC(=O)Oc2ccc(-c3nnc(*)s3)cc2)c1,
436095263,*CC(*)(C)C(=O)OCCN(CCCC)c1ccc(N=Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)cc1,
436303110,*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)CCC3CCCCC3C2)cc1,
436672073,*Nc1cc(-c2cc(N*)c(N)c3ccccc23)c2ccccc2c1N,
438056577,*CCOC(=O)C1CCC(C(=O)OCCOc2ccc(C(C)(C)c3ccc(O*)cc3)cc2)CC1,
438250982,*Oc1ccc(C2(c3ccc(Oc4ccc(C=CC(=O)c5ccc(*)cc5)cc4)cc3)c3ccccc3-c3ccccc32)cc1,
439011698,*C(=O)c1cc(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc(-c2ccccc2)c1,
439136445,*O[Si](C)(C)O[Si](C)(C)O[Si](*)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,
439339917,*NCC1C2CCC(C2)C1CN*,
439415309,*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8c(C)cc(C(C)(C)c9cc(C)c(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)c(C)c9)cc8C)cc7C6=O)cc5)cc4)CC4CCC3C4)cc2)cc1,
439660621,*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCC(C(C)(C)C)CC8)cc7)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,
440187772,*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCC(C(C)(C)C)CC9)cc8)cc7C6=O)cc5)cc4)C4CC5CC(C4)CC3C5)cc2)cc1,
440221059,*c1cc(COCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)c(*)s1,
440284269,*CCCCCC(=O)NCCc1ccc(CCNC(=O)CCCCCS*)cc1,
440459365,*CC(*)(C)C(=O)OCCn1c2ccccc2c2cc(N=Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])ccc21,
440694575,*OC1CCC(OC(*)=O)CC1,
440852775,*Nc1ccc(-c2c(-c3ccccc3)cc(N*)c(-c3ccccc3N)c2N)cc1,
440867054,*c1ccc(Oc2ccc(-c3csc(N=Cc4ccc(OCCCCCCOc5ccc(C=Nc6nc(*)cs6)cc5)cc4)n3)cc2)cc1,
440998252,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCC(*)=O)cc2)C(=O)OC(C)C)cc1,
441045416,*NNC(=O)CCCCCCCCC(=O)NNC(=S)c1cccc(C(*)=S)c1,
441295392,*Oc1ccc(N(c2ccccc2)c2ccc(-c3ccc(N(c4ccccc4)c4ccc(*)cc4)cc3)cc2)cc1,
441800426,*CCCCCC(=O)Oc1ccc2cc(OC(=O)CCCCCn3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)ccc2c1,
441855685,*CCCNC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCCCOCCOCCO*,
441924430,*CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCCCCCC(=O)O*,0.307
442093631,*CCCCCCCCCCCC(=O)Oc1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(OC(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3)cc2)cc1,
442452634,*CC(*)(C)C(=O)OCCBr,0.128
442573599,*c1ccc(-c2sc(-c3cc(SCCCCCCCCCCCC)c(*)s3)cc2SCCCCCCCCCCCC)cc1,0.349
442588281,*c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(S(*)(=O)=O)cc2)cc1,
442933041,*/C=C/c1ccc(*)c(-c2cc(OCCC(C)C)c(OCCC(C)C)cc2-c2ccc(C(F)(F)F)cc2)c1,0.184
443073633,*c1ccc(-c2ccc(-c3cc(-c4ccccc4)c4cc5nc(*)cc(-c6ccccc6)c5cc4n3)cc2)cc1,
443095393,*c1cc(CCOc2ccc(N=Nc3ccc(C#N)cc3)cc2)c(*)s1,
443473345,*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(c4cc(C)c(*)c(C)c4)(C(F)(F)F)C(F)(F)F)cc3C)cc2C(O)(C(F)(F)F)C(F)(F)F)c(C(O)(C(F)(F)F)C(F)(F)F)c1,
444454370,*NC(CCC(=O)OCc1ccc(F)cc1)C(*)=O,
